IBR-Agüimes;;;;;;;;;;;
FECHA;HORA;SO2;NO;NO2;PM10;;;;;;
19/06/2008;3;8;8;4;10;;;;;;
19/06/2008;4;8;8;4;15;;;;;;
19/06/2008;5;8;8;4;12;;;;;;
19/06/2008;6;9;7;5;13;;;;;;
19/06/2008;7;9;8;7;15;;;;;;
19/06/2008;8;8;8;9;20;;;;;;
19/06/2008;9;10;10;12;25;;;;;;
19/06/2008;10;16;10;14;22;;;;;;
19/06/2008;11;17;12;13;19;;;;;;
19/06/2008;12;14;10;8;18;;;;;;
19/06/2008;13;11;10;6;18;;;;;;
19/06/2008;14;11;11;4;25;;;;;;
19/06/2008;15;10;11;5;21;;;;;;
19/06/2008;16;10;10;6;22;;;;;;
19/06/2008;17;9;10;7;19;;;;;;
19/06/2008;18;9;10;8;18;;;;;;
19/06/2008;19;11;11;14;17;;;;;;
19/06/2008;20;9;10;4;13;;;;;;
19/06/2008;21;10;9;4;13;;;;;;
19/06/2008;22;8;8;5;14;;;;;;
19/06/2008;23;9;8;4;11;;;;;;
19/06/2008;24;8;7;4;12;;;;;;
20/06/2008;1;10;8;6;11;;;;;;
20/06/2008;2;9;8;4;8;;;;;;
20/06/2008;3;7;8;4;10;;;;;;
20/06/2008;4;8;8;4;9;;;;;;
20/06/2008;5;8;9;3;9;;;;;;
20/06/2008;6;9;9;2;8;;;;;;
20/06/2008;7;9;8;5;12;;;;;;
20/06/2008;8;8;8;5;16;;;;;;
20/06/2008;9;9;10;5;18;;;;;;
20/06/2008;10;11;9;6;18;;;;;;
20/06/2008;11;13;10;8;23;;;;;;
20/06/2008;12;15;10;7;23;;;;;;
20/06/2008;13;14;9;7;23;;;;;;
20/06/2008;14;13;8;10;19;;;;;;
20/06/2008;15;13;9;10;19;;;;;;
20/06/2008;16;13;10;14;22;;;;;;
20/06/2008;17;11;9;6;21;;;;;;
20/06/2008;18;9;9;4;15;;;;;;
20/06/2008;19;9;7;4;16;;;;;;
20/06/2008;20;9;8;3;12;;;;;;
20/06/2008;21;10;9;4;11;;;;;;
20/06/2008;22;9;9;3;12;;;;;;
20/06/2008;23;9;8;3;12;;;;;;
20/06/2008;24;8;8;3;11;;;;;;
21/06/2008;1;9;9;4;13;;;;;;
21/06/2008;2;8;8;4;8;;;;;;
21/06/2008;3;9;7;4;7;;;;;;
21/06/2008;4;8;8;4;9;;;;;;
21/06/2008;5;9;9;4;9;;;;;;
21/06/2008;6;10;8;5;9;;;;;;
21/06/2008;7;11;9;4;9;;;;;;
21/06/2008;8;10;8;5;17;;;;;;
21/06/2008;9;10;8;5;21;;;;;;
21/06/2008;10;9;8;5;18;;;;;;
21/06/2008;11;9;8;4;21;;;;;;
21/06/2008;12;8;8;4;22;;;;;;
21/06/2008;13;9;9;8;26;;;;;;
21/06/2008;14;12;8;7;19;;;;;;
21/06/2008;15;10;7;5;19;;;;;;
21/06/2008;16;9;8;5;15;;;;;;
21/06/2008;17;9;8;4;19;;;;;;
21/06/2008;18;9;7;4;16;;;;;;
21/06/2008;19;10;8;4;14;;;;;;
21/06/2008;20;9;7;3;13;;;;;;
21/06/2008;21;11;8;5;12;;;;;;
21/06/2008;22;10;9;4;12;;;;;;
21/06/2008;23;11;9;3;11;;;;;;
21/06/2008;24;9;7;4;10;;;;;;
22/06/2008;1;8;8;5;9;;;;;;
22/06/2008;2;10;8;5;8;;;;;;
22/06/2008;3;10;8;2;10;;;;;;
22/06/2008;4;9;9;4;11;;;;;;
22/06/2008;5;10;9;3;7;;;;;;
22/06/2008;6;10;9;4;7;;;;;;
22/06/2008;7;11;9;4;9;;;;;;
22/06/2008;8;10;8;3;12;;;;;;
22/06/2008;9;10;8;4;13;;;;;;
22/06/2008;10;10;8;5;13;;;;;;
22/06/2008;11;8;9;3;9;;;;;;
22/06/2008;12;9;11;3;11;;;;;;
22/06/2008;13;10;12;3;12;;;;;;
22/06/2008;14;7;9;3;25;;;;;;
22/06/2008;15;9;8;4;15;;;;;;
22/06/2008;16;9;8;3;13;;;;;;
22/06/2008;17;10;13;2;15;;;;;;
22/06/2008;18;9;12;3;12;;;;;;
22/06/2008;19;10;9;5;20;;;;;;
22/06/2008;20;10;10;5;11;;;;;;
22/06/2008;21;11;10;4;8;;;;;;
22/06/2008;22;10;9;3;9;;;;;;
22/06/2008;23;9;8;3;11;;;;;;
22/06/2008;24;8;9;3;9;;;;;;
23/06/2008;1;9;7;4;5;;;;;;
23/06/2008;2;7;7;2;9;;;;;;
23/06/2008;3;10;6;4;11;;;;;;
23/06/2008;4;7;6;4;7;;;;;;
23/06/2008;5;9;7;4;7;;;;;;
23/06/2008;6;11;7;4;6;;;;;;
23/06/2008;7;10;7;5;8;;;;;;
23/06/2008;8;10;7;3;14;;;;;;
23/06/2008;9;11;7;4;16;;;;;;
23/06/2008;10;11;7;7;22;;;;;;
23/06/2008;11;7;7;6;21;;;;;;
23/06/2008;12;3;8;5;22;;;;;;
23/06/2008;13;3;8;5;18;;;;;;
23/06/2008;14;3;8;4;19;;;;;;
23/06/2008;15;3;8;5;21;;;;;;
23/06/2008;16;3;8;5;21;;;;;;
23/06/2008;17;4;8;4;16;;;;;;
23/06/2008;18;4;7;5;20;;;;;;
23/06/2008;19;3;7;5;138;;;;;;
23/06/2008;20;3;13;15;55;;;;;;
23/06/2008;21;3;9;14;41;;;;;;
23/06/2008;22;3;6;7;26;;;;;;
23/06/2008;23;3;6;3;16;;;;;;
23/06/2008;24;3;6;4;11;;;;;;
24/06/2008;1;3;6;4;9;;;;;;
24/06/2008;2;3;7;3;9;;;;;;
24/06/2008;3;3;8;4;7;;;;;;
24/06/2008;4;3;8;3;10;;;;;;
24/06/2008;5;3;8;4;9;;;;;;
24/06/2008;6;3;8;4;12;;;;;;
24/06/2008;7;5;8;4;7;;;;;;
24/06/2008;8;4;8;3;15;;;;;;
24/06/2008;9;3;8;4;12;;;;;;
24/06/2008;10;5;9;4;14;;;;;;
24/06/2008;11;3;8;4;15;;;;;;
24/06/2008;12;4;8;4;18;;;;;;
24/06/2008;13;3;9;4;20;;;;;;
24/06/2008;14;3;8;4;18;;;;;;
24/06/2008;15;3;9;4;15;;;;;;
24/06/2008;16;3;8;4;17;;;;;;
24/06/2008;17;3;9;3;18;;;;;;
24/06/2008;18;4;8;4;20;;;;;;
24/06/2008;19;3;8;3;22;;;;;;
24/06/2008;20;4;7;5;17;;;;;;
24/06/2008;21;4;8;3;15;;;;;;
24/06/2008;22;3;7;3;14;;;;;;
24/06/2008;23;4;7;3;11;;;;;;
24/06/2008;24;3;8;2;11;;;;;;
25/06/2008;1;3;7;3;10;;;;;;
25/06/2008;2;3;7;3;10;;;;;;
25/06/2008;3;4;7;4;10;;;;;;
25/06/2008;4;4;7;4;10;;;;;;
25/06/2008;5;4;8;3;10;;;;;;
25/06/2008;6;4;8;3;12;;;;;;
25/06/2008;7;3;8;3;12;;;;;;
25/06/2008;8;3;7;5;14;;;;;;
25/06/2008;9;4;8;5;16;;;;;;
25/06/2008;10;4;8;5;18;;;;;;
25/06/2008;11;4;9;3;25;;;;;;
25/06/2008;12;5;9;9;25;;;;;;
25/06/2008;13;9;12;11;29;;;;;;
25/06/2008;14;13;11;14;24;;;;;;
25/06/2008;15;14;11;15;30;;;;;;
25/06/2008;16;12;12;14;28;;;;;;
25/06/2008;17;8;10;12;26;;;;;;
25/06/2008;18;5;8;8;23;;;;;;
25/06/2008;19;4;7;5;19;;;;;;
25/06/2008;20;3;6;6;21;;;;;;
25/06/2008;21;4;7;5;18;;;;;;
25/06/2008;22;3;7;3;16;;;;;;
25/06/2008;23;3;7;6;11;;;;;;
25/06/2008;24;4;7;4;12;;;;;;
26/06/2008;1;4;7;4;14;;;;;;
26/06/2008;2;4;7;4;11;;;;;;
26/06/2008;3;3;8;3;11;;;;;;
26/06/2008;4;4;12;4;5;;;;;;
26/06/2008;5;3;15;3;11;;;;;;
26/06/2008;6;4;11;5;19;;;;;;
26/06/2008;7;4;13;4;19;;;;;;
26/06/2008;8;4;12;6;15;;;;;;
26/06/2008;9;4;10;7;28;;;;;;
26/06/2008;10;5;11;5;26;;;;;;
26/06/2008;11;6;11;4;34;;;;;;
26/06/2008;12;9;11;14;44;;;;;;
26/06/2008;13;10;10;13;41;;;;;;
26/06/2008;14;8;9;12;42;;;;;;
26/06/2008;15;11;10;15;43;;;;;;
26/06/2008;16;9;10;14;41;;;;;;
26/06/2008;17;4;6;9;36;;;;;;
26/06/2008;18;4;7;5;21;;;;;;
26/06/2008;19;3;10;4;7;;;;;;
26/06/2008;20;4;12;5;13;;;;;;
26/06/2008;21;4;14;4;14;;;;;;
26/06/2008;22;4;14;5;16;;;;;;
26/06/2008;23;4;14;4;21;;;;;;
26/06/2008;24;4;15;4;19;;;;;;
27/06/2008;1;4;15;4;16;;;;;;
27/06/2008;2;4;16;2;21;;;;;;
27/06/2008;3;4;15;4;19;;;;;;
27/06/2008;4;4;15;4;19;;;;;;
27/06/2008;5;4;16;4;18;;;;;;
27/06/2008;6;4;16;4;17;;;;;;
27/06/2008;7;4;19;5;24;;;;;;
27/06/2008;8;6;18;5;51;;;;;;
27/06/2008;9;10;21;15;46;;;;;;
27/06/2008;10;10;17;13;66;;;;;;
27/06/2008;11;11;11;16;73;;;;;;
27/06/2008;12;10;10;14;64;;;;;;
27/06/2008;13;9;9;11;60;;;;;;
27/06/2008;14;13;10;14;77;;;;;;
27/06/2008;15;8;7;11;54;;;;;;
27/06/2008;16;5;5;9;46;;;;;;
27/06/2008;17;5;6;10;49;;;;;;
27/06/2008;18;4;8;7;46;;;;;;
27/06/2008;19;5;13;6;38;;;;;;
27/06/2008;20;5;16;9;63;;;;;;
27/06/2008;21;5;16;11;106;;;;;;
27/06/2008;22;4;12;10;45;;;;;;
27/06/2008;23;5;17;6;67;;;;;;
27/06/2008;24;3;19;5;80;;;;;;
28/06/2008;1;4;14;6;95;;;;;;
28/06/2008;2;4;5;8;77;;;;;;
28/06/2008;3;4;5;5;51;;;;;;
28/06/2008;4;4;4;4;50;;;;;;
28/06/2008;5;5;3;5;38;;;;;;
28/06/2008;6;3;5;8;41;;;;;;
28/06/2008;7;4;3;9;39;;;;;;
28/06/2008;8;4;5;14;53;;;;;;
28/06/2008;9;4;6;11;66;;;;;;
28/06/2008;10;3;4;16;54;;;;;;
28/06/2008;11;5;6;17;54;;;;;;
28/06/2008;12;7;6;20;55;;;;;;
28/06/2008;13;6;5;10;44;;;;;;
28/06/2008;14;5;5;7;50;;;;;;
28/06/2008;15;4;5;4;50;;;;;;
28/06/2008;16;3;5;4;47;;;;;;
28/06/2008;17;3;6;4;39;;;;;;
28/06/2008;18;3;6;9;108;;;;;;
28/06/2008;19;3;3;7;57;;;;;;
28/06/2008;20;3;3;12;53;;;;;;
28/06/2008;21;4;5;20;47;;;;;;
28/06/2008;22;3;5;15;50;;;;;;
28/06/2008;23;4;5;14;42;;;;;;
28/06/2008;24;3;4;13;47;;;;;;
29/06/2008;1;5;3;14;42;;;;;;
29/06/2008;2;4;4;13;48;;;;;;
29/06/2008;3;4;4;21;39;;;;;;
29/06/2008;4;4;5;18;42;;;;;;
29/06/2008;5;3;4;12;42;;;;;;
29/06/2008;6;4;3;9;35;;;;;;
29/06/2008;7;4;4;6;33;;;;;;
29/06/2008;8;3;3;6;46;;;;;;
29/06/2008;9;4;4;9;45;;;;;;
29/06/2008;10;4;4;7;52;;;;;;
29/06/2008;11;4;6;8;51;;;;;;
29/06/2008;12;5;4;6;50;;;;;;
29/06/2008;13;6;5;11;48;;;;;;
29/06/2008;14;7;6;10;43;;;;;;
29/06/2008;15;7;5;9;45;;;;;;
29/06/2008;16;6;5;12;47;;;;;;
29/06/2008;17;5;5;7;44;;;;;;
29/06/2008;18;5;4;8;45;;;;;;
29/06/2008;19;6;5;17;41;;;;;;
29/06/2008;20;5;5;15;38;;;;;;
29/06/2008;21;4;5;23;38;;;;;;
29/06/2008;22;4;5;16;36;;;;;;
29/06/2008;23;5;5;14;35;;;;;;
29/06/2008;24;3;4;13;34;;;;;;
30/06/2008;1;3;4;10;38;;;;;;
30/06/2008;2;4;5;10;35;;;;;;
30/06/2008;3;4;4;10;41;;;;;;
30/06/2008;4;4;5;9;43;;;;;;
30/06/2008;5;4;4;10;35;;;;;;
30/06/2008;6;3;7;13;46;;;;;;
30/06/2008;7;5;11;17;46;;;;;;
30/06/2008;8;4;7;15;51;;;;;;
30/06/2008;9;5;9;23;51;;;;;;
30/06/2008;10;5;7;15;52;;;;;;
30/06/2008;11;6;10;17;55;;;;;;
30/06/2008;12;8;8;21;64;;;;;;
30/06/2008;13;6;6;16;54;;;;;;
30/06/2008;14;7;5;11;51;;;;;;
30/06/2008;15;5;5;11;127;;;;;;
30/06/2008;16;6;7;18;44;;;;;;
30/06/2008;17;5;8;16;50;;;;;;
30/06/2008;18;5;10;19;50;;;;;;
30/06/2008;19;4;9;26;43;;;;;;
30/06/2008;20;5;6;26;46;;;;;;
30/06/2008;21;6;8;21;42;;;;;;
30/06/2008;22;5;4;17;59;;;;;;
30/06/2008;23;4;3;14;43;;;;;;
30/06/2008;24;6;4;9;44;;;;;;
01/07/2008;1;5;3;9;42;;;;;;
01/07/2008;2;4;2;9;37;;;;;;
01/07/2008;3;4;3;6;33;;;;;;
01/07/2008;4;4;4;4;15;;;;;;
01/07/2008;5;4;5;7;55;;;;;;
01/07/2008;6;4;11;15;40;;;;;;
01/07/2008;7;6;10;18;39;;;;;;
01/07/2008;8;4;12;21;52;;;;;;
01/07/2008;9;4;9;13;46;;;;;;
01/07/2008;10;6;7;16;46;;;;;;
01/07/2008;11;6;8;16;54;;;;;;
01/07/2008;12;7;10;21;51;;;;;;
01/07/2008;13;8;6;9;48;;;;;;
01/07/2008;14;6;6;10;51;;;;;;
01/07/2008;15;4;6;9;47;;;;;;
01/07/2008;16;4;6;7;45;;;;;;
01/07/2008;17;5;5;8;41;;;;;;
01/07/2008;18;5;4;8;37;;;;;;
01/07/2008;19;4;4;8;39;;;;;;
01/07/2008;20;4;4;8;36;;;;;;
01/07/2008;21;4;5;11;36;;;;;;
01/07/2008;22;3;4;9;31;;;;;;
01/07/2008;23;4;3;14;32;;;;;;
01/07/2008;24;4;4;7;28;;;;;;
02/07/2008;1;4;4;4;28;;;;;;
02/07/2008;2;6;4;4;25;;;;;;
02/07/2008;3;4;3;6;25;;;;;;
02/07/2008;4;4;4;4;26;;;;;;
02/07/2008;5;4;5;4;24;;;;;;
02/07/2008;6;4;6;11;20;;;;;;
02/07/2008;7;4;8;14;32;;;;;;
02/07/2008;8;4;5;12;46;;;;;;
02/07/2008;9;4;7;11;42;;;;;;
02/07/2008;10;6;7;6;38;;;;;;
02/07/2008;11;5;13;6;23;;;;;;
02/07/2008;12;6;17;5;31;;;;;;
02/07/2008;13;6;20;5;16;;;;;;
02/07/2008;14;4;21;4;38;;;;;;
02/07/2008;15;4;14;7;61;;;;;;
02/07/2008;16;4;9;7;49;;;;;;
02/07/2008;17;4;19;4;14;;;;;;
02/07/2008;18;3;21;4;14;;;;;;
02/07/2008;19;5;22;4;22;;;;;;
02/07/2008;20;7;22;4;34;;;;;;
02/07/2008;21;8;22;4;35;;;;;;
02/07/2008;22;6;20;4;36;;;;;;
02/07/2008;23;6;18;3;41;;;;;;
02/07/2008;24;7;15;5;27;;;;;;
03/07/2008;1;5;14;4;14;;;;;;
03/07/2008;2;4;10;4;35;;;;;;
03/07/2008;3;4;9;5;18;;;;;;
03/07/2008;4;5;8;4;20;;;;;;
03/07/2008;5;4;7;3;21;;;;;;
03/07/2008;6;4;6;4;16;;;;;;
03/07/2008;7;5;5;6;19;;;;;;
03/07/2008;8;4;7;3;19;;;;;;
03/07/2008;9;5;6;3;19;;;;;;
03/07/2008;10;5;5;3;22;;;;;;
03/07/2008;11;5;5;3;14;;;;;;
03/07/2008;12;5;5;3;19;;;;;;
03/07/2008;13;5;5;3;20;;;;;;
03/07/2008;14;5;5;3;20;;;;;;
03/07/2008;15;4;5;4;17;;;;;;
03/07/2008;16;4;5;4;18;;;;;;
03/07/2008;17;6;5;4;24;;;;;;
03/07/2008;18;5;5;4;26;;;;;;
03/07/2008;19;5;6;4;21;;;;;;
03/07/2008;20;4;5;3;21;;;;;;
03/07/2008;21;6;6;4;20;;;;;;
03/07/2008;22;6;5;5;14;;;;;;
03/07/2008;23;5;6;4;14;;;;;;
03/07/2008;24;6;6;4;14;;;;;;
04/07/2008;1;5;6;4;13;;;;;;
04/07/2008;2;4;6;4;13;;;;;;
04/07/2008;3;5;5;3;15;;;;;;
04/07/2008;4;4;5;3;10;;;;;;
04/07/2008;5;4;6;4;13;;;;;;
04/07/2008;6;5;7;3;12;;;;;;
04/07/2008;7;5;7;5;19;;;;;;
04/07/2008;8;4;7;5;18;;;;;;
04/07/2008;9;5;7;5;16;;;;;;
04/07/2008;10;5;7;5;16;;;;;;
04/07/2008;11;5;7;4;22;;;;;;
04/07/2008;12;5;7;5;22;;;;;;
04/07/2008;13;6;8;7;29;;;;;;
04/07/2008;14;6;7;9;29;;;;;;
04/07/2008;15;8;9;9;24;;;;;;
04/07/2008;16;6;8;8;24;;;;;;
04/07/2008;17;5;8;6;25;;;;;;
04/07/2008;18;4;7;11;24;;;;;;
04/07/2008;19;5;6;5;18;;;;;;
04/07/2008;20;4;6;3;16;;;;;;
04/07/2008;21;5;6;4;14;;;;;;
04/07/2008;22;4;6;5;14;;;;;;
04/07/2008;23;6;6;5;15;;;;;;
04/07/2008;24;5;6;3;11;;;;;;
05/07/2008;1;5;5;4;12;;;;;;
05/07/2008;2;4;6;3;10;;;;;;
05/07/2008;3;5;6;4;10;;;;;;
05/07/2008;4;5;5;3;13;;;;;;
05/07/2008;5;5;5;5;10;;;;;;
05/07/2008;6;5;7;4;9;;;;;;
05/07/2008;7;5;6;4;13;;;;;;
05/07/2008;8;6;6;3;14;;;;;;
05/07/2008;9;6;7;4;14;;;;;;
05/07/2008;10;6;6;4;13;;;;;;
05/07/2008;11;4;6;4;15;;;;;;
05/07/2008;12;5;6;4;20;;;;;;
05/07/2008;13;6;6;4;17;;;;;;
05/07/2008;14;6;6;3;19;;;;;;
05/07/2008;15;6;6;6;20;;;;;;
05/07/2008;16;5;8;8;21;;;;;;
05/07/2008;17;5;6;5;20;;;;;;
05/07/2008;18;4;5;4;14;;;;;;
05/07/2008;19;4;5;4;11;;;;;;
05/07/2008;20;4;5;5;10;;;;;;
05/07/2008;21;5;6;7;8;;;;;;
05/07/2008;22;4;6;7;8;;;;;;
05/07/2008;23;4;6;4;6;;;;;;
05/07/2008;24;5;6;5;8;;;;;;
06/07/2008;1;4;5;3;10;;;;;;
06/07/2008;2;5;5;4;11;;;;;;
06/07/2008;3;6;4;4;8;;;;;;
06/07/2008;4;7;5;3;9;;;;;;
06/07/2008;5;6;4;4;12;;;;;;
06/07/2008;6;5;5;4;11;;;;;;
06/07/2008;7;4;5;4;8;;;;;;
06/07/2008;8;4;5;2;14;;;;;;
06/07/2008;9;6;4;3;13;;;;;;
06/07/2008;10;7;5;3;12;;;;;;
06/07/2008;11;6;5;3;16;;;;;;
06/07/2008;12;5;4;5;15;;;;;;
06/07/2008;13;4;4;4;17;;;;;;
06/07/2008;14;5;5;3;15;;;;;;
06/07/2008;15;7;5;3;16;;;;;;
06/07/2008;16;5;5;4;11;;;;;;
06/07/2008;17;5;5;3;14;;;;;;
06/07/2008;18;4;5;3;15;;;;;;
06/07/2008;19;6;5;4;14;;;;;;
06/07/2008;20;5;5;4;12;;;;;;
06/07/2008;21;7;6;3;8;;;;;;
06/07/2008;22;6;7;3;11;;;;;;
06/07/2008;23;4;6;3;12;;;;;;
06/07/2008;24;4;6;3;9;;;;;;
07/07/2008;1;6;7;4;6;;;;;;
07/07/2008;2;5;6;3;9;;;;;;
07/07/2008;3;6;6;2;10;;;;;;
07/07/2008;4;6;6;3;11;;;;;;
07/07/2008;5;5;4;3;12;;;;;;
07/07/2008;6;5;5;5;11;;;;;;
07/07/2008;7;6;5;3;10;;;;;;
07/07/2008;8;5;5;4;11;;;;;;
07/07/2008;9;5;5;4;14;;;;;;
07/07/2008;10;7;5;4;11;;;;;;
07/07/2008;11;6;5;4;16;;;;;;
07/07/2008;12;7;5;4;19;;;;;;
07/07/2008;13;6;5;6;23;;;;;;
07/07/2008;14;6;5;6;19;;;;;;
07/07/2008;15;5;5;4;14;;;;;;
07/07/2008;16;7;6;3;10;;;;;;
07/07/2008;17;6;9;3;9;;;;;;
07/07/2008;18;5;9;3;8;;;;;;
07/07/2008;19;6;6;5;16;;;;;;
07/07/2008;20;5;7;3;14;;;;;;
07/07/2008;21;6;7;3;12;;;;;;
07/07/2008;22;5;5;4;11;;;;;;
07/07/2008;23;4;5;3;15;;;;;;
07/07/2008;24;5;5;4;9;;;;;;
08/07/2008;1;5;5;3;10;;;;;;
08/07/2008;2;5;5;3;11;;;;;;
08/07/2008;3;6;6;3;12;;;;;;
08/07/2008;4;5;4;5;14;;;;;;
08/07/2008;5;6;5;4;11;;;;;;
08/07/2008;6;6;5;5;10;;;;;;
08/07/2008;7;9;5;5;10;;;;;;
08/07/2008;8;5;5;4;13;;;;;;
08/07/2008;9;5;6;3;16;;;;;;
08/07/2008;10;6;5;4;15;;;;;;
08/07/2008;11;6;6;4;18;;;;;;
08/07/2008;12;7;6;4;23;;;;;;
08/07/2008;13;7;6;3;20;;;;;;
08/07/2008;14;6;5;3;20;;;;;;
08/07/2008;15;6;7;3;17;;;;;;
08/07/2008;16;6;6;4;21;;;;;;
08/07/2008;17;6;8;10;28;;;;;;
08/07/2008;18;5;6;6;17;;;;;;
08/07/2008;19;7;7;4;13;;;;;;
08/07/2008;20;5;6;4;15;;;;;;
08/07/2008;21;7;6;5;14;;;;;;
08/07/2008;22;6;6;5;14;;;;;;
08/07/2008;23;5;6;4;11;;;;;;
08/07/2008;24;4;6;3;9;;;;;;
09/07/2008;1;6;6;4;10;;;;;;
09/07/2008;2;6;7;5;11;;;;;;
09/07/2008;3;5;6;5;23;;;;;;
09/07/2008;4;5;6;4;14;;;;;;
09/07/2008;5;5;5;4;17;;;;;;
09/07/2008;6;7;5;4;16;;;;;;
09/07/2008;7;6;5;5;15;;;;;;
09/07/2008;8;6;5;6;18;;;;;;
09/07/2008;9;7;5;3;17;;;;;;
09/07/2008;10;7;5;4;23;;;;;;
09/07/2008;11;6;5;4;22;;;;;;
09/07/2008;12;7;5;4;24;;;;;;
09/07/2008;13;7;5;5;20;;;;;;
09/07/2008;14;7;6;4;21;;;;;;
09/07/2008;15;6;6;4;21;;;;;;
09/07/2008;16;6;5;4;22;;;;;;
09/07/2008;17;6;6;3;29;;;;;;
09/07/2008;18;9;5;4;21;;;;;;
09/07/2008;19;8;4;5;20;;;;;;
09/07/2008;20;6;6;5;18;;;;;;
09/07/2008;21;7;6;3;18;;;;;;
09/07/2008;22;6;6;4;13;;;;;;
09/07/2008;23;6;6;3;14;;;;;;
09/07/2008;24;6;6;4;12;;;;;;
10/07/2008;1;6;6;4;13;;;;;;
10/07/2008;2;7;5;4;12;;;;;;
10/07/2008;3;7;5;5;14;;;;;;
10/07/2008;4;6;5;4;13;;;;;;
10/07/2008;5;5;6;3;12;;;;;;
10/07/2008;6;6;6;3;14;;;;;;
10/07/2008;7;6;6;3;15;;;;;;
10/07/2008;8;6;4;5;16;;;;;;
10/07/2008;9;7;5;5;19;;;;;;
10/07/2008;10;8;12;3;6;;;;;;
10/07/2008;11;10;11;4;18;;;;;;
10/07/2008;12;8;8;4;30;;;;;;
10/07/2008;13;8;6;3;33;;;;;;
10/07/2008;14;6;6;3;31;;;;;;
10/07/2008;15;6;6;4;21;;;;;;
10/07/2008;16;5;5;3;26;;;;;;
10/07/2008;17;5;5;3;27;;;;;;
10/07/2008;18;5;6;4;24;;;;;;
10/07/2008;19;6;6;3;23;;;;;;
10/07/2008;20;6;6;4;20;;;;;;
10/07/2008;21;5;7;3;17;;;;;;
10/07/2008;22;6;8;4;15;;;;;;
10/07/2008;23;6;7;4;16;;;;;;
10/07/2008;24;6;7;4;19;;;;;;
11/07/2008;1;5;6;4;14;;;;;;
11/07/2008;2;5;6;3;14;;;;;;
11/07/2008;3;5;6;3;12;;;;;;
11/07/2008;4;6;8;3;9;;;;;;
11/07/2008;5;6;9;3;11;;;;;;
11/07/2008;6;5;14;3;10;;;;;;
11/07/2008;7;7;12;4;20;;;;;;
11/07/2008;8;6;11;4;15;;;;;;
11/07/2008;9;7;12;4;22;;;;;;
11/07/2008;10;7;8;5;37;;;;;;
11/07/2008;11;7;6;3;30;;;;;;
11/07/2008;12;8;6;5;23;;;;;;
11/07/2008;13;5;7;5;17;;;;;;
11/07/2008;14;6;7;5;17;;;;;;
11/07/2008;15;6;7;3;21;;;;;;
11/07/2008;16;5;8;4;19;;;;;;
11/07/2008;17;7;7;6;22;;;;;;
11/07/2008;18;6;9;5;13;;;;;;
11/07/2008;19;7;13;5;10;;;;;;
11/07/2008;20;7;12;4;12;;;;;;
11/07/2008;21;6;15;5;8;;;;;;
11/07/2008;22;6;18;5;17;;;;;;
11/07/2008;23;6;18;3;7;;;;;;
11/07/2008;24;6;17;5;27;;;;;;
12/07/2008;1;6;10;3;28;;;;;;
12/07/2008;2;6;9;4;12;;;;;;
12/07/2008;3;6;11;3;9;;;;;;
12/07/2008;4;6;10;3;23;;;;;;
12/07/2008;5;5;8;3;17;;;;;;
12/07/2008;6;6;7;3;21;;;;;;
12/07/2008;7;5;7;4;21;;;;;;
12/07/2008;8;6;7;4;33;;;;;;
12/07/2008;9;9;6;4;32;;;;;;
12/07/2008;10;7;6;4;30;;;;;;
12/07/2008;11;7;7;3;39;;;;;;
12/07/2008;12;5;6;3;40;;;;;;
12/07/2008;13;6;5;4;44;;;;;;
12/07/2008;14;6;6;4;31;;;;;;
12/07/2008;15;5;6;4;38;;;;;;
12/07/2008;16;7;5;3;14;;;;;;
12/07/2008;17;7;5;3;17;;;;;;
12/07/2008;18;6;5;3;19;;;;;;
12/07/2008;19;6;4;3;22;;;;;;
12/07/2008;20;6;4;5;14;;;;;;
12/07/2008;21;8;5;3;13;;;;;;
12/07/2008;22;8;5;4;8;;;;;;
12/07/2008;23;5;7;4;21;;;;;;
12/07/2008;24;6;5;5;14;;;;;;
13/07/2008;1;6;6;2;11;;;;;;
13/07/2008;2;7;8;4;10;;;;;;
13/07/2008;3;6;7;3;17;;;;;;
13/07/2008;4;7;7;2;19;;;;;;
13/07/2008;5;8;6;2;12;;;;;;
13/07/2008;6;6;7;2;11;;;;;;
13/07/2008;7;6;7;4;10;;;;;;
13/07/2008;8;8;8;3;103;;;;;;
13/07/2008;9;8;7;3;78;;;;;;
13/07/2008;10;8;6;3;29;;;;;;
13/07/2008;11;7;7;2;12;;;;;;
13/07/2008;12;6;9;5;15;;;;;;
13/07/2008;13;7;9;5;20;;;;;;
13/07/2008;14;9;8;4;26;;;;;;
13/07/2008;15;7;9;6;18;;;;;;
13/07/2008;16;7;8;6;20;;;;;;
13/07/2008;17;8;9;10;16;;;;;;
13/07/2008;18;8;8;3;13;;;;;;
13/07/2008;19;6;9;3;11;;;;;;
13/07/2008;20;7;8;4;17;;;;;;
13/07/2008;21;8;9;4;12;;;;;;
13/07/2008;22;6;8;5;20;;;;;;
13/07/2008;23;7;7;4;24;;;;;;
13/07/2008;24;6;7;2;14;;;;;;
14/07/2008;1;6;7;3;12;;;;;;
14/07/2008;2;7;8;3;12;;;;;;
14/07/2008;3;7;7;3;10;;;;;;
14/07/2008;4;6;7;5;15;;;;;;
14/07/2008;5;7;7;4;13;;;;;;
14/07/2008;6;7;8;4;14;;;;;;
14/07/2008;7;7;8;4;17;;;;;;
14/07/2008;8;6;8;3;16;;;;;;
