IBR-Agüimes;;;;;;;;;;;
FECHA;HORA;SO2;NO;NO2;PM10;;;;;;
14/07/2008;9;7;8;5;24;;;;;;
14/07/2008;10;10;10;12;18;;;;;;
14/07/2008;11;11;9;6;30;;;;;;
14/07/2008;12;11;9;9;24;;;;;;
14/07/2008;13;11;8;6;25;;;;;;
14/07/2008;14;10;8;7;23;;;;;;
14/07/2008;15;9;8;5;29;;;;;;
14/07/2008;16;8;7;8;33;;;;;;
14/07/2008;17;8;6;8;26;;;;;;
14/07/2008;18;8;6;8;20;;;;;;
14/07/2008;19;6;6;5;33;;;;;;
14/07/2008;20;7;5;4;18;;;;;;
14/07/2008;21;7;6;3;17;;;;;;
14/07/2008;22;6;6;5;14;;;;;;
14/07/2008;23;6;6;4;16;;;;;;
14/07/2008;24;5;7;2;11;;;;;;
15/07/2008;1;6;6;4;16;;;;;;
15/07/2008;2;5;6;3;14;;;;;;
15/07/2008;3;7;6;3;12;;;;;;
15/07/2008;4;7;6;4;13;;;;;;
15/07/2008;5;6;6;3;13;;;;;;
15/07/2008;6;9;6;3;14;;;;;;
15/07/2008;7;8;6;5;17;;;;;;
15/07/2008;8;7;6;5;25;;;;;;
15/07/2008;9;9;6;5;28;;;;;;
15/07/2008;10;9;6;6;22;;;;;;
15/07/2008;11;11;7;4;26;;;;;;
15/07/2008;12;8;6;4;22;;;;;;
15/07/2008;13;9;6;6;23;;;;;;
15/07/2008;14;12;7;15;29;;;;;;
15/07/2008;15;10;6;5;19;;;;;;
15/07/2008;16;7;8;5;19;;;;;;
15/07/2008;17;7;8;3;16;;;;;;
15/07/2008;18;7;7;3;25;;;;;;
15/07/2008;19;6;6;4;26;;;;;;
15/07/2008;20;8;6;7;13;;;;;;
15/07/2008;21;8;13;5;7;;;;;;
15/07/2008;22;8;11;5;17;;;;;;
15/07/2008;23;7;11;6;17;;;;;;
15/07/2008;24;6;8;4;20;;;;;;
16/07/2008;1;6;7;3;17;;;;;;
16/07/2008;2;6;7;3;11;;;;;;
16/07/2008;3;7;7;3;13;;;;;;
16/07/2008;4;7;7;3;12;;;;;;
16/07/2008;5;6;8;4;10;;;;;;
16/07/2008;6;8;9;3;19;;;;;;
16/07/2008;7;8;6;4;22;;;;;;
16/07/2008;8;9;7;4;25;;;;;;
16/07/2008;9;8;6;5;45;;;;;;
16/07/2008;10;9;6;4;44;;;;;;
16/07/2008;11;11;5;5;118;;;;;;
16/07/2008;12;8;5;4;62;;;;;;
16/07/2008;13;8;6;6;26;;;;;;
16/07/2008;14;7;8;4;29;;;;;;
16/07/2008;15;7;7;3;40;;;;;;
16/07/2008;16;7;8;5;67;;;;;;
16/07/2008;17;6;9;3;38;;;;;;
16/07/2008;18;7;10;4;41;;;;;;
16/07/2008;19;6;9;4;175;;;;;;
16/07/2008;20;7;8;4;78;;;;;;
16/07/2008;21;9;9;4;39;;;;;;
16/07/2008;22;6;10;5;14;;;;;;
16/07/2008;23;7;12;3;9;;;;;;
16/07/2008;24;7;12;4;10;;;;;;
17/07/2008;1;7;12;3;18;;;;;;
17/07/2008;2;8;15;3;7;;;;;;
17/07/2008;3;8;17;4;23;;;;;;
17/07/2008;4;7;14;3;30;;;;;;
17/07/2008;5;7;13;4;32;;;;;;
17/07/2008;6;7;15;4;53;;;;;;
17/07/2008;7;8;16;2;24;;;;;;
17/07/2008;8;8;15;6;30;;;;;;
17/07/2008;9;9;16;4;24;;;;;;
17/07/2008;10;10;18;4;25;;;;;;
17/07/2008;11;9;17;5;19;;;;;;
17/07/2008;12;9;17;4;17;;;;;;
17/07/2008;13;9;17;4;24;;;;;;
17/07/2008;14;9;15;3;22;;;;;;
17/07/2008;15;9;14;4;18;;;;;;
17/07/2008;16;9;14;4;20;;;;;;
17/07/2008;17;7;12;2;23;;;;;;
17/07/2008;18;9;11;4;25;;;;;;
17/07/2008;19;7;10;4;19;;;;;;
17/07/2008;20;9;10;5;57;;;;;;
17/07/2008;21;8;5;12;45;;;;;;
17/07/2008;22;7;5;8;53;;;;;;
17/07/2008;23;6;3;7;43;;;;;;
17/07/2008;24;7;3;4;35;;;;;;
18/07/2008;1;6;5;6;16;;;;;;
18/07/2008;2;9;8;4;13;;;;;;
18/07/2008;3;8;9;4;10;;;;;;
18/07/2008;4;9;10;6;40;;;;;;
18/07/2008;5;8;4;7;60;;;;;;
18/07/2008;6;8;4;5;30;;;;;;
18/07/2008;7;7;6;16;33;;;;;;
18/07/2008;8;8;7;19;47;;;;;;
18/07/2008;9;8;7;19;48;;;;;;
18/07/2008;10;10;5;11;42;;;;;;
18/07/2008;11;8;4;7;38;;;;;;
18/07/2008;12;8;5;6;42;;;;;;
18/07/2008;13;8;7;10;42;;;;;;
18/07/2008;14;10;5;9;37;;;;;;
18/07/2008;15;10;5;11;36;;;;;;
18/07/2008;16;11;6;12;43;;;;;;
18/07/2008;17;9;4;7;40;;;;;;
18/07/2008;18;7;3;4;38;;;;;;
18/07/2008;19;8;5;3;33;;;;;;
18/07/2008;20;7;5;6;35;;;;;;
18/07/2008;21;9;3;7;33;;;;;;
18/07/2008;22;8;5;7;40;;;;;;
18/07/2008;23;7;4;7;20;;;;;;
18/07/2008;24;7;5;3;21;;;;;;
19/07/2008;1;8;5;4;21;;;;;;
19/07/2008;2;9;6;6;20;;;;;;
19/07/2008;3;8;6;4;22;;;;;;
19/07/2008;4;7;5;6;27;;;;;;
19/07/2008;5;8;7;2;12;;;;;;
19/07/2008;6;8;6;5;15;;;;;;
19/07/2008;7;9;6;5;20;;;;;;
19/07/2008;8;8;6;4;43;;;;;;
19/07/2008;9;10;4;5;19;;;;;;
19/07/2008;10;8;5;6;25;;;;;;
19/07/2008;11;7;5;5;29;;;;;;
19/07/2008;12;8;6;8;31;;;;;;
19/07/2008;13;10;6;9;26;;;;;;
19/07/2008;14;10;6;8;25;;;;;;
19/07/2008;15;9;5;7;20;;;;;;
19/07/2008;16;9;6;7;22;;;;;;
19/07/2008;17;9;4;3;22;;;;;;
19/07/2008;18;7;5;4;20;;;;;;
19/07/2008;19;9;5;3;19;;;;;;
19/07/2008;20;8;5;4;18;;;;;;
19/07/2008;21;11;5;5;18;;;;;;
19/07/2008;22;8;6;4;15;;;;;;
19/07/2008;23;8;6;4;14;;;;;;
19/07/2008;24;8;5;4;14;;;;;;
20/07/2008;1;8;5;4;11;;;;;;
20/07/2008;2;8;4;5;7;;;;;;
20/07/2008;3;7;5;3;10;;;;;;
20/07/2008;4;7;4;4;6;;;;;;
20/07/2008;5;7;5;4;7;;;;;;
20/07/2008;6;8;4;4;5;;;;;;
20/07/2008;7;7;5;4;7;;;;;;
20/07/2008;8;7;6;3;9;;;;;;
20/07/2008;9;8;5;3;11;;;;;;
20/07/2008;10;8;5;3;12;;;;;;
20/07/2008;11;9;5;3;11;;;;;;
20/07/2008;12;9;5;3;10;;;;;;
20/07/2008;13;8;4;5;19;;;;;;
20/07/2008;14;7;5;4;9;;;;;;
20/07/2008;15;8;5;3;12;;;;;;
20/07/2008;16;7;5;3;12;;;;;;
20/07/2008;17;9;5;4;15;;;;;;
20/07/2008;18;8;6;3;9;;;;;;
20/07/2008;19;9;6;3;12;;;;;;
20/07/2008;20;10;5;4;11;;;;;;
20/07/2008;21;8;5;4;11;;;;;;
20/07/2008;22;8;5;4;12;;;;;;
20/07/2008;23;7;5;5;7;;;;;;
20/07/2008;24;7;6;4;7;;;;;;
21/07/2008;1;8;6;4;6;;;;;;
21/07/2008;2;7;6;3;10;;;;;;
21/07/2008;3;9;6;3;10;;;;;;
21/07/2008;4;9;5;5;10;;;;;;
21/07/2008;5;10;6;4;7;;;;;;
21/07/2008;6;9;7;7;9;;;;;;
21/07/2008;7;10;9;5;15;;;;;;
21/07/2008;8;9;9;11;34;;;;;;
21/07/2008;9;10;7;5;16;;;;;;
21/07/2008;10;10;5;4;15;;;;;;
21/07/2008;11;8;5;4;18;;;;;;
21/07/2008;12;9;5;3;28;;;;;;
21/07/2008;13;8;4;5;16;;;;;;
21/07/2008;14;8;4;5;18;;;;;;
21/07/2008;15;8;4;5;16;;;;;;
21/07/2008;16;9;5;4;18;;;;;;
21/07/2008;17;11;6;4;15;;;;;;
21/07/2008;18;9;7;4;12;;;;;;
21/07/2008;19;8;6;6;23;;;;;;
21/07/2008;20;7;6;5;13;;;;;;
21/07/2008;21;9;13;4;7;;;;;;
21/07/2008;22;9;16;4;28;;;;;;
21/07/2008;23;8;11;4;18;;;;;;
21/07/2008;24;9;17;4;6;;;;;;
22/07/2008;1;10;16;3;24;;;;;;
22/07/2008;2;10;11;4;19;;;;;;
22/07/2008;3;9;8;5;24;;;;;;
22/07/2008;4;9;8;3;27;;;;;;
22/07/2008;5;9;6;4;35;;;;;;
22/07/2008;6;11;9;10;17;;;;;;
22/07/2008;7;10;9;13;31;;;;;;
22/07/2008;8;9;5;10;23;;;;;;
22/07/2008;9;10;7;8;28;;;;;;
22/07/2008;10;9;4;6;23;;;;;;
22/07/2008;11;N;N;N;N;;;;;;
22/07/2008;12;N;N;N;N;;;;;;
22/07/2008;13;12;6;3;5;;;;;;
22/07/2008;14;10;4;5;6;;;;;;
22/07/2008;15;7;5;3;9;;;;;;
22/07/2008;16;9;5;3;11;;;;;;
22/07/2008;17;11;4;6;15;;;;;;
22/07/2008;18;7;5;5;16;;;;;;
22/07/2008;19;9;5;4;19;;;;;;
22/07/2008;20;9;6;6;10;;;;;;
22/07/2008;21;12;5;7;87;;;;;;
22/07/2008;22;9;6;6;50;;;;;;
22/07/2008;23;9;8;6;33;;;;;;
22/07/2008;24;9;5;6;23;;;;;;
23/07/2008;1;8;7;2;6;;;;;;
23/07/2008;2;10;7;6;12;;;;;;
23/07/2008;3;8;8;4;11;;;;;;
23/07/2008;4;9;7;5;9;;;;;;
23/07/2008;5;10;8;4;16;;;;;;
23/07/2008;6;10;7;3;24;;;;;;
23/07/2008;7;10;7;7;20;;;;;;
23/07/2008;8;11;5;7;31;;;;;;
23/07/2008;9;9;5;6;28;;;;;;
23/07/2008;10;11;6;4;24;;;;;;
23/07/2008;11;11;4;6;35;;;;;;
23/07/2008;12;12;4;4;24;;;;;;
23/07/2008;13;10;5;4;23;;;;;;
23/07/2008;14;9;4;5;27;;;;;;
23/07/2008;15;8;4;4;28;;;;;;
23/07/2008;16;8;4;5;25;;;;;;
23/07/2008;17;9;5;3;21;;;;;;
23/07/2008;18;9;4;4;23;;;;;;
23/07/2008;19;7;5;3;19;;;;;;
23/07/2008;20;8;5;5;17;;;;;;
23/07/2008;21;9;6;5;18;;;;;;
23/07/2008;22;9;5;4;16;;;;;;
23/07/2008;23;10;5;3;16;;;;;;
23/07/2008;24;9;6;4;13;;;;;;
24/07/2008;1;9;6;2;10;;;;;;
24/07/2008;2;11;6;4;10;;;;;;
24/07/2008;3;10;6;4;12;;;;;;
24/07/2008;4;11;6;3;14;;;;;;
24/07/2008;5;13;6;3;13;;;;;;
24/07/2008;6;7;6;4;9;;;;;;
24/07/2008;7;11;8;5;18;;;;;;
24/07/2008;8;6;6;5;16;;;;;;
24/07/2008;9;8;6;5;28;;;;;;
24/07/2008;10;7;6;4;28;;;;;;
24/07/2008;11;9;5;4;27;;;;;;
24/07/2008;12;9;5;4;26;;;;;;
24/07/2008;13;7;5;4;25;;;;;;
24/07/2008;14;7;5;5;26;;;;;;
24/07/2008;15;8;5;4;25;;;;;;
24/07/2008;16;6;5;5;24;;;;;;
24/07/2008;17;6;5;3;24;;;;;;
24/07/2008;18;6;4;5;23;;;;;;
24/07/2008;19;6;4;6;22;;;;;;
24/07/2008;20;7;6;3;15;;;;;;
24/07/2008;21;10;7;3;10;;;;;;
24/07/2008;22;6;7;5;5;;;;;;
24/07/2008;23;6;11;4;12;;;;;;
24/07/2008;24;6;8;4;17;;;;;;
25/07/2008;1;6;9;3;9;;;;;;
25/07/2008;2;7;10;4;7;;;;;;
25/07/2008;3;7;16;4;7;;;;;;
25/07/2008;4;7;22;3;5;;;;;;
25/07/2008;5;8;22;5;6;;;;;;
25/07/2008;6;9;22;5;6;;;;;;
25/07/2008;7;8;20;6;17;;;;;;
25/07/2008;8;7;15;6;37;;;;;;
25/07/2008;9;8;11;5;24;;;;;;
25/07/2008;10;9;9;6;37;;;;;;
25/07/2008;11;9;7;7;41;;;;;;
25/07/2008;12;9;6;4;31;;;;;;
25/07/2008;13;9;5;5;28;;;;;;
25/07/2008;14;7;5;7;19;;;;;;
25/07/2008;15;7;5;6;24;;;;;;
25/07/2008;16;6;5;3;25;;;;;;
25/07/2008;17;6;5;4;22;;;;;;
25/07/2008;18;6;5;4;18;;;;;;
25/07/2008;19;5;5;6;14;;;;;;
25/07/2008;20;7;6;4;9;;;;;;
25/07/2008;21;8;10;5;10;;;;;;
25/07/2008;22;7;10;5;8;;;;;;
25/07/2008;23;6;9;5;17;;;;;;
25/07/2008;24;7;9;4;6;;;;;;
26/07/2008;1;5;9;4;7;;;;;;
26/07/2008;2;5;10;4;13;;;;;;
26/07/2008;3;6;8;4;16;;;;;;
26/07/2008;4;6;6;6;39;;;;;;
26/07/2008;5;5;6;5;9;;;;;;
26/07/2008;6;6;7;4;5;;;;;;
26/07/2008;7;5;9;4;21;;;;;;
26/07/2008;8;7;6;5;31;;;;;;
26/07/2008;9;7;5;4;27;;;;;;
26/07/2008;10;8;4;4;27;;;;;;
26/07/2008;11;7;4;4;24;;;;;;
26/07/2008;12;7;4;4;20;;;;;;
26/07/2008;13;8;4;5;24;;;;;;
26/07/2008;14;8;5;8;21;;;;;;
26/07/2008;15;9;6;8;21;;;;;;
26/07/2008;16;8;7;10;20;;;;;;
26/07/2008;17;8;6;9;17;;;;;;
26/07/2008;18;7;4;5;20;;;;;;
26/07/2008;19;8;5;4;15;;;;;;
26/07/2008;20;10;4;4;14;;;;;;
26/07/2008;21;9;4;4;13;;;;;;
26/07/2008;22;8;4;5;11;;;;;;
26/07/2008;23;6;4;4;11;;;;;;
26/07/2008;24;7;5;3;7;;;;;;
27/07/2008;1;8;6;3;12;;;;;;
27/07/2008;2;8;6;4;6;;;;;;
27/07/2008;3;6;7;4;10;;;;;;
27/07/2008;4;7;7;6;18;;;;;;
27/07/2008;5;8;6;5;19;;;;;;
27/07/2008;6;7;6;3;18;;;;;;
27/07/2008;7;7;4;6;14;;;;;;
27/07/2008;8;5;4;4;14;;;;;;
27/07/2008;9;7;4;5;16;;;;;;
27/07/2008;10;7;4;5;18;;;;;;
27/07/2008;11;7;5;3;19;;;;;;
27/07/2008;12;7;5;3;20;;;;;;
27/07/2008;13;8;5;5;23;;;;;;
27/07/2008;14;7;5;3;20;;;;;;
27/07/2008;15;9;4;4;19;;;;;;
27/07/2008;16;9;5;3;16;;;;;;
27/07/2008;17;8;6;6;28;;;;;;
27/07/2008;18;7;4;5;22;;;;;;
27/07/2008;19;7;6;4;18;;;;;;
27/07/2008;20;9;6;4;15;;;;;;
27/07/2008;21;8;5;6;10;;;;;;
27/07/2008;22;8;4;6;16;;;;;;
27/07/2008;23;6;4;5;9;;;;;;
27/07/2008;24;7;5;4;9;;;;;;
28/07/2008;1;7;4;4;9;;;;;;
28/07/2008;2;6;5;4;6;;;;;;
28/07/2008;3;7;7;4;5;;;;;;
28/07/2008;4;8;6;6;11;;;;;;
28/07/2008;5;10;6;5;17;;;;;;
28/07/2008;6;8;6;4;14;;;;;;
28/07/2008;7;8;5;5;16;;;;;;
28/07/2008;8;8;4;6;19;;;;;;
28/07/2008;9;9;4;4;20;;;;;;
28/07/2008;10;7;4;5;20;;;;;;
28/07/2008;11;9;5;4;17;;;;;;
28/07/2008;12;8;5;4;18;;;;;;
28/07/2008;13;9;5;3;22;;;;;;
28/07/2008;14;9;4;6;11;;;;;;
28/07/2008;15;9;8;5;6;;;;;;
28/07/2008;16;10;7;4;32;;;;;;
28/07/2008;17;9;6;6;26;;;;;;
28/07/2008;18;11;6;4;17;;;;;;
28/07/2008;19;9;6;6;31;;;;;;
28/07/2008;20;8;5;6;21;;;;;;
28/07/2008;21;10;11;4;5;;;;;;
28/07/2008;22;10;19;3;5;;;;;;
28/07/2008;23;8;19;4;5;;;;;;
28/07/2008;24;8;16;5;20;;;;;;
29/07/2008;1;9;14;5;27;;;;;;
29/07/2008;2;8;12;3;16;;;;;;
29/07/2008;3;8;8;5;19;;;;;;
29/07/2008;4;7;8;3;16;;;;;;
29/07/2008;5;6;10;5;10;;;;;;
29/07/2008;6;9;9;3;16;;;;;;
29/07/2008;7;9;11;4;6;;;;;;
29/07/2008;8;7;11;5;11;;;;;;
29/07/2008;9;8;11;5;9;;;;;;
29/07/2008;10;10;12;6;9;;;;;;
29/07/2008;11;10;11;7;21;;;;;;
29/07/2008;12;10;10;5;34;;;;;;
29/07/2008;13;10;8;8;38;;;;;;
29/07/2008;14;13;8;10;33;;;;;;
29/07/2008;15;11;7;11;38;;;;;;
29/07/2008;16;10;9;4;8;;;;;;
29/07/2008;17;8;10;4;17;;;;;;
29/07/2008;18;9;11;5;20;;;;;;
29/07/2008;19;7;7;4;45;;;;;;
29/07/2008;20;8;6;5;29;;;;;;
29/07/2008;21;9;7;4;11;;;;;;
29/07/2008;22;7;13;4;6;;;;;;
29/07/2008;23;8;9;4;38;;;;;;
29/07/2008;24;8;8;4;15;;;;;;
30/07/2008;1;9;12;4;10;;;;;;
30/07/2008;2;8;10;5;18;;;;;;
30/07/2008;3;7;9;3;20;;;;;;
30/07/2008;4;8;9;4;20;;;;;;
30/07/2008;5;8;7;3;19;;;;;;
30/07/2008;6;8;8;5;14;;;;;;
30/07/2008;7;8;9;4;23;;;;;;
30/07/2008;8;8;7;5;36;;;;;;
30/07/2008;9;9;5;7;29;;;;;;
30/07/2008;10;11;4;6;24;;;;;;
30/07/2008;11;9;4;5;27;;;;;;
30/07/2008;12;9;5;3;19;;;;;;
30/07/2008;13;8;5;6;18;;;;;;
30/07/2008;14;8;7;7;32;;;;;;
30/07/2008;15;10;8;11;27;;;;;;
30/07/2008;16;11;5;9;18;;;;;;
30/07/2008;17;10;8;6;12;;;;;;
30/07/2008;18;8;6;6;24;;;;;;
30/07/2008;19;9;5;6;19;;;;;;
30/07/2008;20;9;13;5;5;;;;;;
30/07/2008;21;9;11;4;45;;;;;;
30/07/2008;22;7;9;4;10;;;;;;
30/07/2008;23;7;11;5;6;;;;;;
30/07/2008;24;7;18;3;29;;;;;;
31/07/2008;1;8;13;5;32;;;;;;
31/07/2008;2;8;20;2;11;;;;;;
31/07/2008;3;7;23;4;24;;;;;;
31/07/2008;4;7;16;5;22;;;;;;
31/07/2008;5;7;10;4;35;;;;;;
31/07/2008;6;8;8;3;25;;;;;;
31/07/2008;7;9;11;4;10;;;;;;
31/07/2008;8;9;8;5;29;;;;;;
31/07/2008;9;9;8;5;43;;;;;;
31/07/2008;10;9;6;5;22;;;;;;
31/07/2008;11;11;14;5;51;;;;;;
31/07/2008;12;9;10;5;21;;;;;;
31/07/2008;13;9;7;5;58;;;;;;
31/07/2008;14;8;6;4;52;;;;;;
31/07/2008;15;7;5;4;53;;;;;;
31/07/2008;16;7;9;5;16;;;;;;
31/07/2008;17;8;11;4;20;;;;;;
31/07/2008;18;8;18;4;9;;;;;;
31/07/2008;19;9;17;5;27;;;;;;
31/07/2008;20;10;15;5;12;;;;;;
31/07/2008;21;11;18;4;22;;;;;;
31/07/2008;22;9;17;5;8;;;;;;
31/07/2008;23;8;20;4;18;;;;;;
31/07/2008;24;9;23;3;18;;;;;;
01/08/2008;1;8;21;5;38;;;;;;
01/08/2008;2;7;19;5;25;;;;;;
01/08/2008;3;8;19;5;15;;;;;;
01/08/2008;4;9;18;5;11;;;;;;
01/08/2008;5;9;18;3;12;;;;;;
01/08/2008;6;10;15;5;31;;;;;;
01/08/2008;7;9;10;3;53;;;;;;
01/08/2008;8;10;14;6;5;;;;;;
01/08/2008;9;11;17;5;29;;;;;;
01/08/2008;10;11;11;5;41;;;;;;
01/08/2008;11;10;8;6;43;;;;;;
01/08/2008;12;10;9;3;41;;;;;;
01/08/2008;13;8;7;4;33;;;;;;
01/08/2008;14;9;7;6;23;;;;;;
01/08/2008;15;8;8;4;29;;;;;;
01/08/2008;16;8;6;4;61;;;;;;
01/08/2008;17;9;5;4;33;;;;;;
01/08/2008;18;7;6;4;17;;;;;;
01/08/2008;19;8;13;4;13;;;;;;
01/08/2008;20;7;17;5;6;;;;;;
01/08/2008;21;8;20;3;8;;;;;;
01/08/2008;22;8;21;4;5;;;;;;
01/08/2008;23;9;21;5;6;;;;;;
01/08/2008;24;7;22;6;9;;;;;;
02/08/2008;1;10;22;5;10;;;;;;
02/08/2008;2;10;21;4;8;;;;;;
02/08/2008;3;11;23;4;5;;;;;;
02/08/2008;4;11;19;5;42;;;;;;
02/08/2008;5;9;12;3;23;;;;;;
02/08/2008;6;10;14;4;6;;;;;;
02/08/2008;7;7;14;3;6;;;;;;
02/08/2008;8;5;14;3;15;;;;;;
02/08/2008;9;8;12;3;22;;;;;;
02/08/2008;10;11;11;4;29;;;;;;
02/08/2008;11;11;9;6;22;;;;;;
02/08/2008;12;10;8;4;31;;;;;;
02/08/2008;13;9;9;4;14;;;;;;
02/08/2008;14;10;11;5;21;;;;;;
02/08/2008;15;10;11;6;27;;;;;;
02/08/2008;16;9;9;5;18;;;;;;
02/08/2008;17;10;10;8;16;;;;;;
02/08/2008;18;9;13;5;13;;;;;;
02/08/2008;19;9;12;4;27;;;;;;
02/08/2008;20;10;7;4;52;;;;;;
02/08/2008;21;8;5;4;27;;;;;;
02/08/2008;22;9;5;5;23;;;;;;
02/08/2008;23;9;6;4;17;;;;;;
02/08/2008;24;9;6;5;19;;;;;;
03/08/2008;1;9;7;4;16;;;;;;
03/08/2008;2;8;7;5;22;;;;;;
03/08/2008;3;8;11;5;22;;;;;;
03/08/2008;4;9;6;4;33;;;;;;
03/08/2008;5;8;4;5;22;;;;;;
03/08/2008;6;9;5;4;9;;;;;;
03/08/2008;7;7;5;4;21;;;;;;
03/08/2008;8;8;4;5;27;;;;;;
03/08/2008;9;9;3;5;25;;;;;;
03/08/2008;10;10;4;3;34;;;;;;
03/08/2008;11;10;4;4;28;;;;;;
03/08/2008;12;9;4;3;34;;;;;;
03/08/2008;13;10;4;4;30;;;;;;
03/08/2008;14;8;3;4;24;;;;;;
03/08/2008;15;8;4;3;38;;;;;;
03/08/2008;16;7;3;4;34;;;;;;
03/08/2008;17;8;3;3;32;;;;;;
03/08/2008;18;9;3;3;26;;;;;;
03/08/2008;19;8;3;5;25;;;;;;
03/08/2008;20;9;6;4;13;;;;;;
03/08/2008;21;10;7;4;10;;;;;;
03/08/2008;22;10;7;6;17;;;;;;
03/08/2008;23;8;6;5;22;;;;;;
03/08/2008;24;8;6;3;12;;;;;;
04/08/2008;1;8;5;4;20;;;;;;
04/08/2008;2;7;5;4;19;;;;;;
04/08/2008;3;7;4;3;12;;;;;;
04/08/2008;4;7;4;5;14;;;;;;
04/08/2008;5;8;4;4;20;;;;;;
04/08/2008;6;10;5;5;18;;;;;;
04/08/2008;7;9;4;4;22;;;;;;
04/08/2008;8;9;4;6;26;;;;;;
04/08/2008;9;11;4;8;26;;;;;;
04/08/2008;10;11;4;6;28;;;;;;
04/08/2008;11;12;7;11;31;;;;;;
04/08/2008;12;13;7;9;33;;;;;;
04/08/2008;13;11;7;9;29;;;;;;
04/08/2008;14;15;9;13;28;;;;;;
04/08/2008;15;18;10;16;32;;;;;;
04/08/2008;16;15;8;15;32;;;;;;
04/08/2008;17;12;7;12;31;;;;;;
04/08/2008;18;11;5;9;23;;;;;;
04/08/2008;19;10;5;5;17;;;;;;
04/08/2008;20;10;7;6;22;;;;;;
04/08/2008;21;10;5;7;31;;;;;;
04/08/2008;22;9;5;6;15;;;;;;
04/08/2008;23;8;8;5;16;;;;;;
04/08/2008;24;9;9;5;24;;;;;;
05/08/2008;1;10;7;5;30;;;;;;
05/08/2008;2;10;6;4;18;;;;;;
05/08/2008;3;9;8;3;14;;;;;;
05/08/2008;4;10;7;4;34;;;;;;
05/08/2008;5;10;5;5;21;;;;;;
05/08/2008;6;11;5;5;22;;;;;;
05/08/2008;7;10;4;5;22;;;;;;
05/08/2008;8;10;5;7;27;;;;;;
05/08/2008;9;11;8;7;19;;;;;;
05/08/2008;10;12;10;21;58;;;;;;
05/08/2008;11;14;11;23;39;;;;;;
05/08/2008;12;16;15;24;40;;;;;;
05/08/2008;13;19;14;24;33;;;;;;
05/08/2008;14;21;12;19;34;;;;;;
05/08/2008;15;23;12;20;32;;;;;;
05/08/2008;16;23;9;18;34;;;;;;
05/08/2008;17;18;6;14;33;;;;;;
05/08/2008;18;14;6;10;31;;;;;;
05/08/2008;19;13;5;8;25;;;;;;
05/08/2008;20;12;4;9;27;;;;;;
05/08/2008;21;12;5;6;14;;;;;;
05/08/2008;22;12;5;7;24;;;;;;
05/08/2008;23;9;4;6;15;;;;;;
05/08/2008;24;10;8;4;19;;;;;;
06/08/2008;1;8;7;4;12;;;;;;
06/08/2008;2;8;6;5;16;;;;;;
06/08/2008;3;9;6;5;18;;;;;;
06/08/2008;4;11;4;5;21;;;;;;
06/08/2008;5;10;7;5;17;;;;;;
06/08/2008;6;11;13;4;12;;;;;;
06/08/2008;7;11;17;6;47;;;;;;
06/08/2008;8;8;9;12;39;;;;;;
06/08/2008;9;9;16;7;54;;;;;;
06/08/2008;10;9;8;12;61;;;;;;
06/08/2008;11;11;7;12;44;;;;;;
06/08/2008;12;11;6;8;38;;;;;;
06/08/2008;13;9;5;7;40;;;;;;
06/08/2008;14;10;5;9;39;;;;;;
06/08/2008;15;8;4;5;29;;;;;;
06/08/2008;16;7;6;6;13;;;;;;
06/08/2008;17;7;7;5;21;;;;;;
06/08/2008;18;6;8;5;29;;;;;;
06/08/2008;19;6;9;5;19;;;;;;
06/08/2008;20;7;10;4;19;;;;;;
06/08/2008;21;7;11;4;18;;;;;;
06/08/2008;22;7;12;4;16;;;;;;
06/08/2008;23;7;13;3;12;;;;;;
06/08/2008;24;7;14;4;18;;;;;;
07/08/2008;1;5;13;5;18;;;;;;
07/08/2008;2;7;15;2;38;;;;;;
07/08/2008;3;8;11;4;20;;;;;;
07/08/2008;4;7;11;4;29;;;;;;
07/08/2008;5;7;11;6;16;;;;;;
07/08/2008;6;8;13;3;16;;;;;;
07/08/2008;7;7;15;6;23;;;;;;
07/08/2008;8;8;16;6;19;;;;;;
07/08/2008;9;9;16;5;23;;;;;;
07/08/2008;10;9;16;6;44;;;;;;
07/08/2008;11;11;9;9;68;;;;;;
07/08/2008;12;11;8;7;38;;;;;;
07/08/2008;13;12;7;9;33;;;;;;
07/08/2008;14;13;7;9;39;;;;;;
07/08/2008;15;12;7;3;11;;;;;;
07/08/2008;16;8;8;4;16;;;;;;
07/08/2008;17;9;9;4;17;;;;;;
07/08/2008;18;8;14;5;5;;;;;;
07/08/2008;19;8;20;4;7;;;;;;
07/08/2008;20;10;21;4;8;;;;;;
07/08/2008;21;9;23;5;6;;;;;;
07/08/2008;22;8;23;4;5;;;;;;
07/08/2008;23;7;22;4;25;;;;;;
07/08/2008;24;7;19;4;12;;;;;;
08/08/2008;1;7;18;4;14;;;;;;
08/08/2008;2;6;19;4;5;;;;;;
08/08/2008;3;7;20;3;7;;;;;;
08/08/2008;4;6;21;6;6;;;;;;
08/08/2008;5;6;17;4;61;;;;;;
08/08/2008;6;7;8;3;63;;;;;;
08/08/2008;7;8;6;7;37;;;;;;
08/08/2008;8;9;7;6;39;;;;;;
08/08/2008;9;9;7;5;31;;;;;;
08/08/2008;10;9;6;5;38;;;;;;
08/08/2008;11;11;5;6;41;;;;;;
08/08/2008;12;10;4;4;42;;;;;;
08/08/2008;13;9;5;5;32;;;;;;
08/08/2008;14;8;4;4;26;;;;;;
